MAL_ID,Name,Type,Producers,Studios,Source,Rating,Popularity,Final_Score,Genre+Synopsis,Cluster
1112,Vandread: Taidou-hen,OVA,Imagine,Gonzo,Original,PG-13 - Teens 13 or older,5751,0.6852209015474322,"Ikuto Touhohin just had a fight with his old man, one that led him to make a rash decision to run away from home. He boards a ship, deciding to take a vacation, but the ship is suddenly hit by a huge storm—one that sends Ikuto overboard! When he regains consciousness, he realizes he is still alive on some island. An isolated island. An isolated island with nothing but girls. Beautiful girls. Stranded on an island with only girls, no electricity, gas, radio, television, like he was back in the stone age. (Source: AniDB)|Harem, Comedy, Romance, Ecchi, Fantasy, Shounen",5
1115,Handsome Girl,OVA,Shueisha,J.C.Staff,Manga,PG-13 - Teens 13 or older,7692,0.14906940415085917,"This is about Hiro Aida and his friends. Their daily life at school and first romantic encounters with all the fun and confusion. All these people are connected to each other through cell phone messages. The anime has 5 regular episodes and 1 Epilogue episode.|Comedy, Romance, School, Drama",6
1116,Junkers Come Here,Movie,"Bandai Visual, Kadokawa Shoten",Triangle Staff,Novel,G - All Ages,6452,0.6216142904399603,"Devil May Cry follows the story of the demon hunter known as Dante. As a half demon, half human, he uses his trusty sword Rebellion and his two guns Ebony and Ivory to take on missions. Dante owns and runs ""Devil May Cry,"" a business that specializes in hunting and killing demon-related problems. Based on the video game series ""Devil May Cry.""|Action, Demons, Fantasy",1
1117,Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,Movie,Studio Jack,OLM,Game,PG - Children,1022,41.83630859375,"Phoron Tatara's no ordinary musician. As one of the rare Dantists who can summon elder spirits using music called Commandia, his gift is so strong that his spirit partner is none other than the infamous Corticarte Apa Lagranges. Sure, she may look like a young girl in her human form, but you don't get nicknames like ""The Crimson Annihilator"" and ""The Bloody Duchess"" for sitting back and watching the daisies grow. Now, at the behest of the Tsuge Divine Music Player Office, this dynamic duet travels the continent of Polyphonica on Phoron's combination motorcycle/organ, following the song of the open road, orchestrating rescues and generally fixing whatever's baroque! Some musicians wait for a muse to hit them, but Phoron makes his work for scale! (Source: RightStuf)|Drama, Fantasy, Music, Romance, School",5
1118,Pokemon Movie 03: Kesshoutou no Teiou Entei,Movie,Studio Jack,OLM,Game,PG - Children,1078,24.824602290312594,"Sporting designer clothes, make-up, and nails, Ran Kotobuki is the very picture of a trendy, young Shibuya girl, but don't let that fool you. This girl comes from a family of cops, and she’s ready to lay you out flat if you even think about causing trouble in her town! At least, she will... when she’s not distracted with karaoke, shopping, and dodging her homework. Join Ran and her friends as they defend the streets of Shibuya and attempt to shop their way into the history books as the most famous Gals ever! (Source: RightStuf)|Comedy, Slice of Life, Shoujo",5
1119,Pokemon Movie 04: Celebi Toki wo Koeta Deai,Movie,Studio Jack,OLM,Game,PG - Children,1239,17.318783578307148,"Two worlds exist, both unaware of the existance of the other. In order for one world to flourish, the other will have to perish. On the perishing world, a Chosen one is sent on a journey to restore that world's mana by awakening the Spirits and becoming an angel. Colette Brunel, the Chosen of Sylvarant, sets out on her journey accompanied by her best friends Lloyd Irving and Genis Sage. As they travel further they meet more friends and even more enemies, while they learn more and more about the truth behind the World Regeneration. (Source: ANN)|Action, Adventure, Magic, Martial Arts, Fantasy",2
1120,Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios,Movie,Studio Jack,OLM,Game,PG - Children,1547,18.004956308982873,"Yue and Nodoka are practicing magic, and one spell catches their eye: The Red String of Fate. Supposedly, this spell connects you with your fated partner. Nodoka decides to try it out, and ends up tied to Negi. However, this spell isn't the Red String of Fate at all, but is in fact just a red string that connects two people. A magical red string that happens to be impossible to sever. Delightful. Meanwhile, Ayaka invites the class to a free trip to her family's recently constructed spa resort. Tied together for at least a day, will Negi and Nodoka be able to make the most out of this free trip without going too far...?|Ecchi, Fantasy, Comedy, Romance",5
1121,Pokemon Movie 06: Nanayo no Negaiboshi Jirachi,Movie,"TV Tokyo, Shogakukan-Shueisha Productions, Studio Jack",OLM,Game,PG - Children,1748,9.314098643118673,"The story takes place on a world 100 years in the future, a few years before Lisa and Lorna joined eX-D organization. The world where people drives computer-controlled electrically powered ""AI cars"" which automatically take you where you want to go. However, one AI car mysteriously start to run amok. Now Nina and Rei, as the main driver for ex-D organization have to solve the mystery behind the AI car with evil plot and trap awaiting for them... (Source: AniDB)|Action, Sci-Fi, Cars",2
1122,Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,Movie,Studio Jack,OLM,Game,PG - Children,1584,13.268007539041466,"It has been two and a half years since Naruto Uzumaki left Konohagakure, the Hidden Leaf Village, for intense training following events which fueled his desire to be stronger. Now Akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world. Although Naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. Come whatever may, Naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become Hokage.|Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",2
1123,Bouken Ou Beet Excellion,TV,"TV Tokyo, Dentsu",Toei Animation,Manga,PG - Children,5728,0.5841520467836256,"Continuation of Teppei's journey with B't X to rescue his brother Kotaro Takamiya from the Machine Empire. The OAV series picks off from the TV series from the point where Hokuto successfully saves both Teppei and B't X and makes B't X far more powerful than before. (Source: ANN)|Action, Adventure, Shounen",5
1124,Seikai no Danshou: Tanjou,Special,"Bandai Visual, WOWOW",Sunrise,Light novel,PG-13 - Teens 13 or older,5504,1.1448916611950097,"ki Onimaru is a poster girl that works at her mother's Chinese ramen restaurant. She appears to be a normal girl, but she can become very violent if provoked. She picks a fight with her mother and accquaintances as a result on an almost daily basis, causing a series of troubling mishaps in their otherwise normal lives. (Source: ANN)|Action, Comedy, Martial Arts, Parody, Shounen",5
1126,Figure 17: Tsubasa & Hikaru,TV,"Bandai Visual, Genco, MediaNet",OLM,Original,PG-13 - Teens 13 or older,4714,1.1823175803402646,"Based on Ken Kitashiba & Yasuhiro Watanabe's political intrigue detective manga. The close relationship between political and business circles doesn't die; politicians and government officers line their pockets taking advantage of their positions. Zaizen Jotaro is an investigator who is allowed to use extralegal methods to crack down these power abusing criminals. (Source: AniDB)|Action, Police, Drama, Seinen",2
1127,UFO Princess Valkyrie,TV,"Media Factory, Nippon Columbia, KlockWorx, Toshiba Entertainment",TNK,Manga,R+ - Mild Nudity,3936,1.3235010706638115,"DVD only specials.|Comedy, Ecchi",0
1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,TV,"Media Factory, KlockWorx, Toshiba Entertainment",TNK,Manga,R+ - Mild Nudity,5249,1.0004742765273311,"The four Ryudo brothers hold an ancient secret - they are descended from the dragons. They have the speed, strength and power of their legendary ancestors - and they're getting stronger. But when pushed to the limit, they become the terrifying, uncontrollable dragons of mythology. These powers have attracted the attention of some powerful enemies - shadowy organizations with unlimited resources and weapons who will stop at nothing to control the brothers. (Source: U.S. Manga)|Mystery, Super Power, Supernatural, Drama",1
1129,UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou,Special,"Media Factory, Nippon Columbia, KlockWorx, Toshiba Entertainment",TNK,Manga,PG-13 - Teens 13 or older,7596,0.36145172997822406,"Kaede is a cheerful and energetic eighth grader. When it comes to boys, however, she is hopelessly shy. One day, on her way home from school, Kaede walks into a mysterious shop and buys a colorful cocoa mug. When she reaches home, she casually peeks into the bottom of the mug and discovers an engraved note, which says, ""If you read this message aloud while pouring hot cocoa into the mug, a love fairy (""muglox"") will appear and grant your every wish."" The skeptical but curious Kaede follows the directions and announces her wish to date Yuuki, the class heartthrob. Suddenly, the adorable blue Mirumo appears! We soon find out, however, that this cute little muglox would rather eat chocolate and create mischief than help Kaede. Mirumo, it seems, is prince of the muglox world. Horrified at the prospect of having to marry Rirumu, his princess bride-to-be, Mirumo has escaped the muglox world. Hot on his heels, however, are Rirumu, Yashichi the bounty hunter, and a cast of hundreds of muglox ranging from the good to the bad to the nutty. This gang of adorable troublemakers will see to it that school life for Kaede and her friends is never the same... (Source: mirmo-zibang)|Kids, Adventure, Fantasy, Magic, Comedy, Romance, School, Drama, Shoujo",6
